sector,region,size,multiestablishment_firm,fiscal_year,fiscal_month,fiscal_day,last_fiscal_year,legal_status,other_status,percentage_ownership,owner_manager,number_companies_owned,private_foreing_companies,government_company,other_company,female_owner,family_ownership,ceo_politician,support_group,year_established,fte_started,formal_year,manager_experience,top_manager_female,age_top_manager,education_top_manager,citizenship_top_manager,multinational_exp_top_manager,quality_certification,name_quality_certification,electrical_connection,power_outages,own_generator,application_water_connection,website,electricity_obstacle,main_activity,main_product,percentage_sales_main_product,sales,sales_description,sales_2years_ago,direct_sales,direct_sales_phone,direct_sales_online,direct_sales_other,national_sales,indirect_exports,direct_exports,losses_theft_products,domestic_supplies,foreign_supplies,technology_supply_chain,formal_planning,taxes_prevent_growth,labor_reg_prevent_growth,market_demand_prevent_growth,transport_obstacle_ops,customs_obstacle_ops,main_solutions,kpis,production_targets,performance_bonus,promotions,time_dismissed,main_market,competitors,foreign_technology,informal_competitors,obstacle_informal_competitors,product_innovation,product_inn_market,product_inn_description,prod_inn_description2,process_innovation,process_inn_description,process_inn_description2,r&d,r&d_intensity,closing_covid,own_building,own_land,construction_permit,access_land_obstacle,security,losses_fraudulent_transactions,obstacle_crime,internal_funds_workingcapital,bank_loans_workingcapital,other_loans_workingcapital,suppliers_customers_workingcapital,other_source_workingcapital,fixed_assets,savings_account,overdraft_facility,credit_line,outstanding_personal_loans,application_loans,certified_fin_statements,obstacle_access_finance,opinion_court_system,manager_timespent_regulations,tax_inspection,online_tax_payment,tax_officials_impartial,tax_officials_transparent,raised_complaints,government_contract,percentage_informal_payments,import_lic,operating_licence,payments_votes,payments_content_decrees,payments_votes_localdecrees,public_support,other_public_support_descrip,obtacle_tax_rates,obtacle_tax_adm,obtacle_permits,obstacle_political_inestability,obstacle_corruption,obstacle_occup_safety,obstacle_healthy_reg,obstacle_environment_reg,obstacle_courts,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_safety_pos,j30_health_pos,j30_environment_pos,permanent_fte,permanent_fte_lastyear,foreing_languages,interpersonal_skills,managerial_skilss,it_skilss,engineering_skilss,technical_skilss,EUl2_language_pos,EUl2_interpersonal_pos,EUl2_probsolve_pos,EUl2_manage_pos,EUl2_comp_pos,EUl2_math_pos,EUl2_tech_pos,temporal_workers,training,vacancies,EUl8_language_pos,EUl8_interpersonal_pos,EUl8_probsolve_pos,EUl8_manage_pos,EUl8_comp_pos,EUl8_math_pos,EUl8_tech_pos,obstacle_labor_reg,obstacle_educated_workers,biggest_obstacle,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,labor,cost_elctricity,weeks_remain_open,machinery_value
Manufacturing,West Netherlands,Large,Yes,2020,12,31,January,Shareholding company with non-traded shares or shares traded privately,,100,No,None (This is the first),0,0,0,No,No family ownership,No,Yes,Don't know (spontaneous),Don't know (spontaneous),1800,20,No,63,Post-graduate degree (Master or Doctorate),Yes,Yes,Yes,Iso (Doesn'T Recall Number),Yes,Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,No obstacle,Manufacturing of ,"Engineering, Construction And Delivery Of High-Quality Applications For The Maritime Industry",75,740000000.0,Seven Hundred Forty Million,1100000000,5,15,0,80,20,0,80,No losses,50,50,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,Yes,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,Yes,No,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,International,7.0,No,No,No obstacle,Yes,1,Technology For The Installation Of Wind Turbines At Sea,Further Development To Higher And Heavier,No,,,Yes,10000000.0,0,80,90,No,No obstacle,Yes,No,No obstacle,0,30,0,70,0,No,Yes,Yes,Yes,No,Yes,Yes,Moderate obstacle,Strongly agree,10,Yes,No,Strongly agree,Strongly agree,Does not apply,Yes,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,5,9,6,7,8,3,4,2,1,2200,3000,As required,As required,As required,As required,As required,As required,5,1,6,7,2,3,4,No full-time seasonal or temporary workers,Yes,Yes,5,1,6,7,2,3,4,Minor obstacle,Moderate obstacle,Inadequately educated workforce,5,1,12,7,8,10,4,2,11,9,14,13,6,15,3,100000000,4000000,20.0,0.0
Other services,East Netherlands,Large,Yes,2019,8,31,April,Shareholding company with non-traded shares or shares traded privately,,100,No,2,100,0,0,No,100,No,Yes,1976,3,1976,2,No,58,Bachelorâs degree,Yes,No,Yes,Iso9001 / 14001 / Vga,No,Yes,No,No,Yes,No obstacle,Wholesale trade of ,"Design,Sale&Installation Of Large Kitchen Appliances&Service&Maintenance Thereof (For Professional Sector Only)",100,28500000.0,Twenty Eight Million Five Hundred Thousand,23000000,0,50,0,50,80,0,20,No losses,40,60,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,Yes,Minor obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,5.0,No,No,No obstacle,Yes,1,"Improvement Of Ovens. Dishwashers, Refrigerators And The Like",Smarter Options Including More Energy Efficient,No,,,No,0,0,0,0,No,No obstacle,Yes,No,No obstacle,50,0,0,50,0,Yes,Yes,No,No,No,No,Yes,No obstacle,Strongly agree,5,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Yes,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,2,9,5,1,4,7,6,8,3,110,107,As required,As required,As required,Below required,As required,As required,2,5,6,3,4,7,1,5,Yes,Yes,2,5,6,3,4,7,1,Minor obstacle,No obstacle,Does not apply,13,9,5,10,4,14,6,8,11,1,12,3,2,15,7,7300000,16330,0.0,0.0
Other services,West Netherlands,Large,No,2020,1,31,August,Shareholding company with non-traded shares or shares traded privately,,100,No,Don't know (spontaneous,100,0,0,Don't know (spontaneous),No family ownership,No,Yes,1980,Don't know (spontaneous),1980,3,No,52,Post-graduate degree (Master or Doctorate),Yes,Yes,Yes,Iso 9001,No,No,No,No,Yes,No obstacle,Wholesale trade of ,Distributor For It Software And Hardware To The Retail Market And Resellers In The Business Market (Intermediary Factory And Seller),100,1500000000.0,One Billion Five Hundredmillion,1500000000,0,20,80,0,100,0,0,Don't know (spontaneous),0,100,E-procurement with electronic orders integrated to specialized supply chain management systems,Don't know (spontaneous),No,No,No,No obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,3.0,Yes,No,No obstacle,Yes,1,Platform <Name> Introduced. Licenses Can Be Bundled On This Platform So That They Can Be Sold In 1 Solution,Completely New,No,,,Yes,200000.0,0,0,0,No,No obstacle,Yes,Yes,Minor obstacle,50,0,0,50,0,No,Yes,No,No,No,No,Yes,No obstacle,Strongly agree,2,No,No,Strongly agree,Strongly agree,Strongly agree,No,0.0,No,No,No impact,No impact,Does not apply,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,5,3,7,9,8,4,6,1,300,360,As required,As required,As required,Above required,Does not apply (spontaneous),Above required,2,5,3,7,1,6,4,10,Yes,Yes,2,5,3,7,1,6,4,No obstacle,No obstacle,Does not apply,15,5,11,7,9,13,4,14,1,10,12,3,8,6,2,21000000,119000,1.0,0.0
Other services,North Netherlands,Medium,No,2019,12,31,June,Shareholding company with non-traded shares or shares traded privately,,100,Yes,None (This is the first),0,0,0,No,100,No,Yes,2009,1,2009,13,No,32,Secondary/technical/vocational training,Yes,Yes,Yes,Certification Via Google,Yes,No,No,No,Yes,Minor obstacle,Provide services of ,"Building Websites, Providing Silly Online Marketing Services, Search Engin Optimization, Google Ads, Web Usability, Link Building For Other Companies",100,1400000.0,One Million Four Hundred  Thousand,947000,85,5,10,0,95,0,5,No losses,50,50,NOT APPLICABLE,Yes,No,No,No,No obstacle,No obstacle,DOES NOT APPLY (SPONTANEOUS),Yes,Yes,Yes,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,25.0,No,No,Moderate obstacle,No,0,,,No,,,No,0,0,0,0,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,No,Yes,No,No,No,No,Yes,No obstacle,Tend to agree,1,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,8,7,5,6,4,2,3,1,9,55,20,Above required,As required,Below required,Above required,As required,As required,1,7,5,6,4,2,3,No full-time seasonal or temporary workers,Yes,Yes,1,7,5,6,4,2,3,Minor obstacle,Minor obstacle,Does not apply,11,15,14,6,13,12,3,7,9,5,1,2,4,10,8,1050000,12000,26.0,0.0
Other services,North Netherlands,Medium,No,2019,12,31,July,Shareholding company with non-traded shares or shares traded privately,,45,Yes,None (This is the first),0,0,0,No,100,No,Yes,1995,2,1995,13,No,52,Secondary/technical/vocational training,No,No,Yes,Iso  9001 Iso 27000 Isae 3402 And Nen 7510,No,No,No,No,Yes,No obstacle,Wholesale trade of ,Delivery Of Ict Services. Telephony. Cloud Strategy And Ict,100,10000000.0,Ten Million,8000000,0,0,0,100,100,0,0,No losses,75,25,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,No,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,No,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,100.0,Yes,No,No obstacle,Yes,0,New Workplace In The Office Equipped With Independent Technology That Can Be Used With Any Browser,"For The Design Of The New Workplace, People Depended On The Web Browser With Which A Customer Was Working",No,,,Yes,500000.0,0,100,10,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,No,Yes,Yes,No,No,No,Yes,No obstacle,Strongly agree,5,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,9,6,5,3,8,2,1,7,40,35,Below required,As required,As required,Above required,As required,Above required,4,5,7,6,3,1,2,5,Yes,Yes,4,5,7,6,3,1,2,No obstacle,Minor obstacle,Inadequately educated workforce,12,11,6,14,3,1,2,10,7,9,15,13,4,5,8,2000000,200000,12.0,0.0
Other services,East Netherlands,Medium,Yes,2019,12,31,September,Shareholding company with non-traded shares or shares traded privately,,100,No,None (This is the first),0,0,0,No,No family ownership,No,Yes,1994,4,1994,4,No,37,Bachelorâs degree,Yes,No,Yes,Iso 9001,No,No,No,No,Yes,No obstacle,Wholesale trade of ,"Sale And Support Location Determination Equipment To Construction, Dredging And Offshore Companies",100,7800000.0,Seven Million Eight Hundredthousand,8700000,2,3,5,90,85,2,13,No losses,5,95,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,Yes,No obstacle,Moderate obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,-7,Within 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,5.0,Yes,No,Moderate obstacle,No,0,,,No,,,Yes,10000.0,0,100,100,No,No obstacle,Yes,No,Minor obstacle,90,0,0,10,0,Yes,Yes,No,No,No,No,No,No obstacle,Strongly agree,2,No,Yes,Does not apply,Strongly agree,Does not apply,Yes,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,No obstacle,No obstacle,No obstacle,Does not apply,Does not apply,No obstacle,No obstacle,No obstacle,Does not apply,3,6,2,5,7,4,8,9,1,18,18,Above required,As required,Below required,As required,Does not apply (spontaneous),As required,3,6,2,5,7,4,1,2,No,Yes,3,6,2,5,7,4,1,Minor obstacle,Very severe obstacle,Inadequately educated workforce,3,12,15,11,8,4,10,1,14,13,5,6,7,9,2,1800000,4500,52.0,0.0
Manufacturing,West Netherlands,Medium,Yes,2020,6,30,August,Shareholding company with non-traded shares or shares traded privately,,100,Yes,1,100,0,0,No,100,No,No,1984,Don't know (spontaneous),1984,One year or less,No,41,Secondary/technical/vocational training,Yes,No,Yes,Iso 9000,Yes,No,Yes,Yes,Yes,No obstacle,Manufacturing of ,"Hospital Equipment For Doctors To Operate With 4K Quality, Including Advanced Surgery Resources",90,16000000.0,Sixteen Million,18000000,70,30,0,0,100,0,0,No losses,0,100,E-procurement with electronic orders integrated to specialized supply chain management systems,Yes,No,No,No,No obstacle,No obstacle,DOES NOT APPLY (SPONTANEOUS),Yes,Yes,Yes,-7,Within 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,1.0,No,No,Does not apply,Yes,1,"Further Development Of 4K Equipment, In Order To Be Able To View And Operate In Even More Detail At Micro Level",Brand New,Don't know (spontaneous),,,Don't know (spontaneous),0,0,0,0,No,No obstacle,Yes,Yes,No obstacle,100,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,No obstacle,Tend to agree,10,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,1,Now,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,6,5,8,2,3,1,4,9,7,41,37,As required,As required,As required,As required,As required,As required,6,5,7,2,3,1,4,No full-time seasonal or temporary workers,Yes,Yes,6,5,7,2,3,1,4,No obstacle,No obstacle,Does not apply,6,12,8,13,10,3,4,9,14,11,2,15,1,7,5,3200000,300000,52.0,400000.0
Other services,South Netherlands,Small,No,2019,12,31,September,Shareholding company with non-traded shares or shares traded privately,,50,Yes,1,0,0,0,No,50,No,Yes,1982,2,1982,19,No,59,Secondary/technical/vocational training,Yes,No,No,,No,No,No,No,Yes,No obstacle,Provide services of ,Travel Organization In The Exclusive Market Segment By Organizing A Tailor-Made Individual. Unique And Special Travel Experience,95,12000000.0,Twelve Million,10000000,10,90,0,0,85,0,15,No internal shipments made (does not apply),30,70,Database of suppliers manually updated using computers with general purpose software,No,No,No,No,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,Non-managers are normally not promoted,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,3.0,Yes,No,No obstacle,Yes,1,"Expansion Of Travel Offer In Breadth And Depth, Eg Also To New Countries",Completely New,Yes,Introduction Of Sales Force Based Software,Brand New,Yes,100000.0,0,0,0,No,No obstacle,Yes,No,No obstacle,33,33,0,34,0,No,Yes,No,Yes,No,No,Yes,Major obstacle,Tend to agree,3,No,Yes,Tend to disagree,Tend to disagree,Tend to agree,No,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,8,4,2,3,5,9,7,6,26,26,As required,As required,As required,As required,Does not apply (spontaneous),Above required,7,6,4,2,3,5,1,No full-time seasonal or temporary workers,Yes,Yes,7,6,4,2,3,5,1,No obstacle,No obstacle,Labor regulations,12,1,4,14,11,13,10,7,6,8,3,9,5,15,2,1000000,2000,18.0,0.0
Other services,South Netherlands,Medium,Yes,2019,12,31,September,Shareholding company with non-traded shares or shares traded privately,,100,Yes,None (This is the first),0,0,0,No,100,Yes,Yes,2000,1,2000,39,No,60,Bachelorâs degree,Yes,Yes,No,,Yes,No,No,Yes,Yes,No obstacle,Provide services of ,Providing Logistical Advice As Well As The Transport And Storage Of Goods,100,3100000.0,Three Million One Hundredthousand,3000000,0,100,0,0,100,0,0,No losses,95,5,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,No,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,Yes,No,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,Too many to count,No,Yes,Minor obstacle,No,0,,,Yes,Introduction Of Open Eye Ring = Hiring People Without Any Job Interviews,Brand New,Yes,25000.0,0,100,100,Yes,Major obstacle,Yes,No,No obstacle,70,0,0,30,0,Yes,Yes,Yes,No,No,Yes,Yes,No obstacle,Strongly agree,5,Yes,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Don't know (spontaneous),1,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,9,7,5,4,2,1,8,6,70,60,As required,Above required,Below required,Above required,Does not apply (spontaneous),As required,3,5,6,2,4,7,1,10,No,Yes,3,5,6,2,4,7,1,Minor obstacle,No obstacle,Labor regulations,3,9,12,13,4,11,1,8,6,14,2,7,15,5,10,1400000,18000,4.0,0.0
Other services,South Netherlands,Large,Yes,2019,12,31,,Shareholding company with non-traded shares or shares traded privately,,53,Yes,Don't know (spontaneous,100,0,0,Yes,53,No,Yes,2015,80,2015,20,No,48,Bachelorâs degree,Yes,Yes,No,,No,No,No,No,Yes,No obstacle,Provide services of ,Takes Care Of Logistics Services: Store Goods That Are Arranged/Booked Together With Transport,100,32000000.0,Thirty Two Million,34000000,100,0,0,0,100,0,0,No losses,100,0,Manual search of suppliers without storing supplierâs information in centralized database,No,No,No,No,Major obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,10.0,No,No,No obstacle,No,0,,,Yes,"Processes In The Field Through Automation, So You Have Less Chance Of Errors And It Becomes Clearer","Because Of The New Automation Fewer Mistakes Are Made Than Before, The New Automation System Works More Accurately Than The Old One, So Fewer Mistakes Are Made",No,0,0,0,Does not apply is a floor in a building (spontaneous),No,No obstacle,Yes,No,Minor obstacle,0,100,0,0,0,No,Yes,Yes,Yes,No,No,Yes,Major obstacle,Strongly agree,10,No,Yes,Strongly agree,Strongly agree,Strongly agree,No,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,8,1,7,6,3,2,5,4,9,114,77,As required,As required,As required,As required,As required,As required,1,3,7,6,4,2,5,80,Yes,Yes,1,3,7,6,4,2,5,Minor obstacle,Moderate obstacle,Inadequately educated workforce,1,12,8,6,11,13,15,14,9,7,3,10,2,4,5,5200000,480000,0.0,0.0
Other services,West Netherlands,Medium,Yes,2019,12,31,July,Shareholding company with non-traded shares or shares traded privately,,100,Yes,1,100,0,0,Yes,100,No,Yes,1985,20,1985,30,No,57,Don't know (spontaneous),No,Yes,Yes,Sgf. Aeo. Isps. Lloyds 22000.,No,No,No,No,No,No obstacle,Provide services of ,Storage And Transhipment Of Orange Juice And Related Products,100,450000000.0,Four Hundred Fifty  Million,450000000,0,50,0,50,5,0,95,No losses,0,100,Other,No,No,No,No,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,Yes,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,International,2.0,Yes,No,No obstacle,No,0,,,No,,,No,0,0,100,0,No,Moderate obstacle,Yes,No,Major obstacle,100,0,0,0,0,Yes,Yes,No,No,No,No,Yes,No obstacle,Strongly agree,5,Yes,Yes,Tend to agree,Tend to agree,Strongly agree,No,0.0,No,No,Does not apply,No impact,No impact,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,No obstacle,No obstacle,4,8,2,5,1,6,9,3,7,50,50,As required,As required,As required,As required,As required,As required,4,3,2,5,1,6,7,No full-time seasonal or temporary workers,Yes,Yes,4,3,2,5,1,6,7,No obstacle,Minor obstacle,Does not apply,11,8,2,5,14,12,9,3,13,7,15,6,10,1,4,2000000,300000,0.0,0.0
Other services,West Netherlands,Medium,No,2019,9,30,August,Shareholding company with non-traded shares or shares traded privately,,67,No,None (This is the first),0,0,0,Yes,No family ownership,No,Yes,1963,10,1963,2,No,57,Post-graduate degree (Master or Doctorate),Yes,Yes,Yes,"Brc, Iso 9001, Iso 14001, Iso 22000, Gmp And Skal",No,No,Yes,No,Yes,No obstacle,Wholesale trade of ,"Trade In The Sale, Processing And Packaging Of Consumption Potatoes For Retail, Food Service And Export, As Well As Potatoes For The European Processing Industry",100,91970000.0,Ninety One Million Nine Hundred Seventythousand,85775000,0,100,0,0,75,0,25,No losses,90,10,Manual search of suppliers without storing supplierâs information in centralized database,No,No,No,Yes,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,Yes,Yes,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,8.0,No,No,No obstacle,Yes,1,New Product: Side Dish Component Of Potatoes,Completely New,Yes,Order Processing And Production In Srp Process,Brand New,Yes,50000.0,0,100,100,No,No obstacle,Yes,No,Minor obstacle,100,0,0,0,0,Yes,Yes,No,No,No,No,Yes,No obstacle,Strongly agree,5,No,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,Does not apply,Does not apply,No impact,1,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,No obstacle,3,5,1,7,9,4,2,6,8,70,80,As required,Below required,Below required,Below required,Below required,As required,3,5,1,7,6,4,2,8,Yes,Yes,3,5,1,7,6,4,2,Minor obstacle,Minor obstacle,Labor regulations,3,5,12,13,9,11,2,6,15,1,4,10,14,7,8,5900000,56000,52.0,0.0
